datetime,aapl,cash,commission,total,returns,equity_curve,drawdown
2017-04-20,3362.154006958008,96606.80508728027,1.3,99968.95909423828,0.0004157375519762141,0.9996895909423826,0.0005499649047853161
2017-04-21,3358.141326904297,96606.80508728027,1.3,99964.94641418457,-4.013926012702562e-05,0.9996494641418455,0.0005900917053224264
2017-04-24,3390.4773712158203,96606.80508728027,1.3,99997.28245849609,0.00032347383229258675,0.9999728245849607,0.00026673126220722043
2017-04-25,3411.4856719970703,96606.80508728027,1.3,100018.29075927734,0.00021008871706063026,1.0001829075927733,5.664825439466448e-05
2017-04-26,3391.422653198242,96606.80508728027,1.3,99998.22774047851,-0.00020059349791445857,0.999982277404785,0.000257278442382991
2017-04-27,3394.0185546875,96606.80508728027,1.3,100000.82364196777,2.5959474961867457e-05,1.0000082364196776,0.00023131942749032852
2017-04-28,3390.7135009765625,96606.80508728027,1.3,99997.51858825683,-3.305026489353047e-05,0.9999751858825683,0.00026436996459966444
2017-05-01,3459.8751068115234,96606.80508728027,1.3,100066.6801940918,0.0006916332206174935,1.0006668019409177,0.0
2017-05-02,3481.8260192871094,96606.80508728027,1.3,100088.63110656738,0.00021936285317969428,1.0008863110656736,0.0
2017-05-03,3471.204376220703,96606.80508728027,1.3,100078.00946350097,-0.00010612237323037732,1.0007800946350096,0.00010621643066399677
2017-05-04,3458.6936950683594,96606.80508728027,1.3,100065.49878234863,-0.0001250092924450774,1.0006549878234863,0.00023132324218733125
2017-05-05,3516.0511016845703,96606.80508728027,1.3,100122.85618896484,0.0005731986280403945,1.0012285618896484,0.0
2017-05-08,3611.6477966308594,96606.80508728027,1.3,100218.45288391113,0.0009547939260328153,1.0021845288391111,0.0
2017-05-09,3634.7793579101562,96606.80508728027,1.3,100241.58444519043,0.00023081139863623257,1.002415844451904,0.0
2017-05-10,3617.5487518310547,96606.80508728027,1.3,100224.35383911133,-0.0001718907993570884,1.002243538391113,0.0001723060607909943
2017-05-11,3648.833465576172,96606.80508728027,1.3,100255.63855285644,0.0003121468240676606,1.0025563855285642,0.0
2017-05-12,3699.7920989990243,96606.80508728027,1.3,100306.5971862793,0.0005082869568078241,1.0030659718627928,0.0
2017-05-15,3690.3114318847656,96606.80508728027,1.3,100297.11651916504,-9.451688503248068e-05,1.0029711651916502,9.480667114258878e-05
2017-05-16,3684.861373901367,96606.80508728027,1.3,100291.66646118164,-5.433912930441487e-05,1.0029166646118162,0.0001493072509766158
2017-05-17,3561.139678955078,96606.80508728027,1.3,100167.94476623535,-0.001233618896881894,1.0016794476623532,0.0013865242004396094
2017-05-18,3615.4159545898438,96606.80508728027,1.3,100222.22104187011,0.0005418527430249842,1.0022222104187009,0.0008437614440919283
2017-05-19,3627.7408599853525,96606.80508728027,1.3,100234.54594726562,0.000122975775904699,1.002345459472656,0.0007205123901368182
2017-05-22,3649.782943725586,96606.80508728027,1.3,100256.58803100586,0.00021990505899860402,1.0025658803100583,0.0005000915527344496
2017-05-23,3645.2789306640634,96606.80508728027,1.3,100252.08401794433,-4.4924858804584744e-05,1.0025208401794432,0.0005451316833495756
2017-05-24,3634.375762939453,96606.80508728027,1.3,100241.18085021972,-0.0001087575169276267,1.0024118085021971,0.0006541633605956498
2017-05-25,3646.937942504883,96606.80508728027,1.3,100253.74302978515,0.0001253195489008263,1.0025374302978516,0.0005285415649411984
2017-05-26,3640.775680541992,96606.80508728027,1.3,100247.58076782226,-6.146665228312642e-05,1.0024758076782228,0.0005901641845700301
2017-05-30,3642.1985626220703,96606.80508728027,1.3,100249.00364990234,1.4193679978902196e-05,1.0024900364990235,0.0005759353637693199
2017-05-31,3620.6298828125,96606.80508728027,1.3,100227.43497009277,-0.00021515106409331075,1.0022743497009277,0.0007916221618651242
2017-06-01,3630.583953857422,96606.80508728027,1.3,100237.38904113769,9.931483378666783e-05,1.0023738904113768,0.0006920814514159712
2017-06-02,3684.386444091797,96606.80508728027,1.3,100291.19153137207,0.0005367507149682815,1.0029119153137207,0.0001540565490720791
2017-06-05,3648.360061645508,96606.80508728027,1.3,100255.16514892578,-0.00035921781261338825,1.0025516514892578,0.0005143203735349378
2017-06-06,3660.684585571289,96606.80508728027,1.3,100267.48967285156,0.00012293156075782186,1.0026748967285157,0.00039107513427705243
2017-06-07,3682.4905395507812,96606.80508728027,1.3,100289.29562683105,0.00021747780911485215,1.0028929562683107,0.00017301559448212878
2017-06-08,3673.4840393066406,96606.80508728027,1.3,100280.28912658691,-8.980519992540792e-05,1.0028028912658693,0.00026308059692348174
2017-06-09,3531.0379028320312,96606.80508728027,1.3,100137.8429901123,-0.0014204799140018487,1.0013784299011232,0.0016875419616695364
2017-06-12,3446.6617584228525,96606.80508728027,1.3,100053.46684570312,-0.0008425999790859784,1.0005346684570313,0.0025313034057614647
2017-06-13,3474.3919372558594,96606.80508728027,1.3,100081.19702453613,0.00027715360304081393,1.0008119702453615,0.0022540016174312782
2017-06-14,3440.4991149902344,96606.80508728027,1.3,100047.3042022705,-0.00033865324629678284,1.0004730420227053,0.002592929840087521
2017-06-15,3419.878387451172,96606.80508728027,1.3,100026.68347473144,-0.00020610977680490805,1.0002668347473147,0.0027991371154780786
2017-06-16,3372.002410888672,96606.80508728027,1.3,99978.80749816894,-0.00047863204996290154,0.9997880749816896,0.0032778968811031373
2017-06-19,3468.465805053711,96606.80508728027,1.3,100075.27089233398,0.0009648384150491296,1.00075270892334,0.002313262939452887
2017-06-20,3436.9434356689453,96606.80508728027,1.3,100043.74852294922,-0.0003149866006226798,1.0004374852294922,0.0026284866333006196
2017-06-21,3457.3272705078125,96606.80508728027,1.3,100064.13235778808,0.00020374921111820932,1.0006413235778808,0.0024246482849119566
2017-06-22,3451.6387939453125,96606.80508728027,1.3,100058.44388122558,-5.684830746510716e-05,1.0005844388122558,0.0024815330505369992
2017-06-23,3467.043685913086,96606.80508728027,1.3,100073.84877319336,0.00015395894009762046,1.0007384877319334,0.0023274841308593697
2017-06-26,3456.1412811279297,96606.80508728027,1.3,100062.9463684082,-0.00010894359434365786,1.0006294636840818,0.0024365081787109943
2017-06-27,3406.6062927246094,96606.80508728027,1.3,100013.41138000488,-0.0004950382754166371,1.0001341138000486,0.002931858062744208
2017-06-28,3456.378936767578,96606.80508728027,1.3,100063.18402404785,0.0004976596973964575,1.0006318402404781,0.0024341316223146503
2017-06-29,3405.419921875,96606.80508728027,1.3,100012.22500915527,-0.0005092683726747316,1.0001222500915523,0.0029437217712404706
2017-06-30,3413.4796142578125,96606.80508728027,1.3,100020.28470153808,8.058707205127469e-05,1.0002028470153805,0.002863124847412246
2017-07-03,3401.154327392578,96606.80508728027,1.3,100007.95941467285,-0.00012322787224627874,1.0000795941467282,0.002986377716064581
2017-07-05,3415.137481689453,96606.80508728027,1.3,100021.94256896972,0.00013982041408211465,1.0002194256896968,0.0028465461730959873
2017-07-06,0.0,100020.64256896972,2.6,100020.64256896972,-1.2997148091886679e-05,1.0002064256896968,0.002859546173096028
2017-07-07,0.0,100020.64256896972,2.6,100020.64256896972,0.0,1.0002064256896968,0.002859546173096028
2017-07-10,0.0,100020.64256896972,2.6,100020.64256896972,0.0,1.0002064256896968,0.002859546173096028
2017-07-11,0.0,100020.64256896972,2.6,100020.64256896972,0.0,1.0002064256896968,0.002859546173096028
2017-07-12,0.0,100020.64256896972,2.6,100020.64256896972,0.0,1.0002064256896968,0.002859546173096028
2017-07-13,0.0,100020.64256896972,2.6,100020.64256896972,0.0,1.0002064256896968,0.002859546173096028
2017-07-14,0.0,100020.64256896972,2.6,100020.64256896972,0.0,1.0002064256896968,0.002859546173096028
2017-07-17,0.0,100020.64256896972,2.6,100020.64256896972,0.0,1.0002064256896968,0.002859546173096028
2017-07-18,0.0,100020.64256896972,2.6,100020.64256896972,0.0,1.0002064256896968,0.002859546173096028
2017-07-19,0.0,100020.64256896972,2.6,100020.64256896972,0.0,1.0002064256896968,0.002859546173096028
2017-07-20,0.0,100020.64256896972,2.6,100020.64256896972,0.0,1.0002064256896968,0.002859546173096028
2017-07-21,0.0,100020.64256896972,2.6,100020.64256896972,0.0,1.0002064256896968,0.002859546173096028
2017-07-24,0.0,100020.64256896972,2.6,100020.64256896972,0.0,1.0002064256896968,0.002859546173096028
2017-07-25,0.0,100020.64256896972,2.6,100020.64256896972,0.0,1.0002064256896968,0.002859546173096028
2017-07-26,0.0,100020.64256896972,2.6,100020.64256896972,0.0,1.0002064256896968,0.002859546173096028
2017-07-27,0.0,100020.64256896972,2.6,100020.64256896972,0.0,1.0002064256896968,0.002859546173096028
2017-07-28,0.0,100020.64256896972,2.6,100020.64256896972,0.0,1.0002064256896968,0.002859546173096028
2017-07-31,3525.112533569336,96475.97976074218,3.9000000000000004,100001.09229431151,-0.00019546239812173738,1.0000109229431147,0.003055048919678116
2017-08-01,3556.3987731933594,96475.97976074218,3.9000000000000004,100032.37853393554,0.0003128589788994329,1.000323785339355,0.0027421865234378284
2017-08-02,3724.4415283203125,96475.97976074218,3.9000000000000004,100200.42128906249,0.0016798836295783826,1.0020042128906244,0.001061758972168425
2017-08-03,3687.2303009033203,96475.97976074218,3.9000000000000004,100163.2100616455,-0.0003713679736898623,1.0016321006164544,0.0014338712463384251
2017-08-04,3706.6661834716797,96475.97976074218,3.9000000000000004,100182.64594421386,0.00019404212940465904,1.001826459442138,0.001239512420654787
2017-08-07,3764.0243530273438,96475.97976074218,3.9000000000000004,100240.00411376952,0.0005725359818067322,1.0024000411376948,0.0006659307250980184
2017-08-08,3794.124221801758,96475.97976074218,3.9000000000000004,100270.10398254394,0.00030027800817178374,1.002701039825439,0.0003649320373537712
2017-08-09,3817.351531982422,96475.97976074218,3.9000000000000004,100293.3312927246,0.00023164741291892277,1.0029333129272457,0.00013265893554703645
2017-08-10,3695.762252807617,96475.97976074218,3.9000000000000004,100171.7420135498,-0.0012123366290418547,1.0017174201354977,0.0013485517272950887
2017-08-11,3747.1569061279297,96475.97976074218,3.9000000000000004,100223.13666687011,0.0005130653843812283,1.0022313666687008,0.000834605194091953
2017-08-14,3803.5507202148438,96475.97976074218,3.9000000000000004,100279.53048095702,0.0005626825896933862,1.00279530480957,0.00027066705322287277
2017-08-15,3845.1915740966797,96475.97976074218,3.9000000000000004,100321.17133483886,0.0004152477946608446,1.0032117133483884,0.0
2017-08-16,3829.724884033203,96475.97976074218,3.9000000000000004,100305.70464477538,-0.0001541717451828406,1.0030570464477537,0.00015466690063470345
2017-08-17,3756.1996459960938,96475.97976074218,3.9000000000000004,100232.17940673827,-0.0007330115300768769,1.0023217940673828,0.00088991928100568
2017-08-18,3747.6348876953125,96475.97976074218,3.9000000000000004,100223.61464843749,-8.54491875910135e-05,1.002236146484375,0.0009755668640134552
2017-08-21,3740.734100341797,96475.97976074218,3.9000000000000004,100216.71386108398,-6.885390611510722e-05,1.0021671386108397,0.0010445747375487091
2017-08-22,3801.885223388672,96475.97976074218,3.9000000000000004,100277.86498413085,0.0006101888666159017,1.0027786498413083,0.00043306350708016694
2017-08-23,3806.6444396972656,96475.97976074218,3.9000000000000004,100282.62420043944,4.7460287565526116e-05,1.0028262420043943,0.00038547134399413707
2017-08-24,3789.750289916992,96475.97976074218,3.9000000000000004,100265.73005065917,-0.00016846537388681693,1.0026573005065915,0.0005544128417969141
2017-08-25,3803.7887573242188,96475.97976074218,3.9000000000000004,100279.7685180664,0.00014001261847029767,1.0027976851806637,0.0004140281677247337
2017-08-28,3842.0982360839835,96475.97976074218,3.9000000000000004,100318.07799682616,0.00038202599912118274,1.0031807799682613,3.0933380127162735e-05
2017-08-29,3876.3622283935547,96475.97976074218,3.9000000000000004,100352.34198913573,0.00034155351651232735,1.003523419891357,0.0
2017-08-30,3886.8316650390634,96475.97976074218,3.9000000000000004,100362.81142578124,0.00010432677940541701,1.003628114257812,0.0
2017-08-31,3902.2987365722656,96475.97976074218,3.9000000000000004,100378.27849731444,0.0001541115809080562,1.0037827849731442,0.0
2017-09-01,3903.4881591796884,96475.97976074218,3.9000000000000004,100379.46791992187,1.1849402333119485e-05,1.0037946791992185,0.0
2017-09-05,3856.612777709961,96475.97976074218,3.9000000000000004,100332.59253845214,-0.00046698176869319763,1.0033259253845213,0.00046875381469724253
2017-09-06,3852.5672912597656,96475.97976074218,3.9000000000000004,100328.54705200194,-4.032076066051715e-05,1.0032854705200194,0.0005092086791991246
2017-09-07,3837.101364135742,96475.97976074218,3.9000000000000004,100313.08112487792,-0.00015415280673813925,1.0031308112487791,0.0006638679504393785
2017-09-08,3774.5216369628906,96475.97976074218,3.9000000000000004,100250.50139770507,-0.0006238441334979195,1.0025050139770506,0.0012896652221678906
2017-09-11,3842.8123474121085,96475.97976074218,3.9000000000000004,100318.79210815429,0.000681200687249417,1.0031879210815429,0.000606758117675632
2017-09-12,3827.5833129882812,96475.97976074218,3.9000000000000004,100303.56307373046,-0.00015180639742362612,1.0030356307373045,0.0007590484619139914
2017-09-13,3798.7918853759766,96475.97976074218,3.9000000000000004,100274.77164611816,-0.0002870429198127411,1.0027477164611815,0.0010469627380369495
2017-09-14,3766.193389892578,96475.97976074218,3.9000000000000004,100242.17315063476,-0.0003250916950321425,1.0024217315063475,0.001372947692870996
2017-09-15,3804.2648315429688,96475.97976074218,3.9000000000000004,100280.24459228515,0.00037979465581994276,1.0028024459228513,0.000992233276367216
2017-09-18,3775.472640991211,96475.97976074218,3.9000000000000004,100251.45240173339,-0.0002871172748811768,1.0025145240173337,0.0012801551818848456
2017-09-19,3776.9012451171884,96475.97976074218,3.9000000000000004,100252.88100585937,1.4250208767663253e-05,1.0025288100585936,0.0012658691406248757
2017-09-20,3713.608169555664,96475.97976074218,3.9000000000000004,100189.58793029784,-0.0006313342312609382,1.0018958793029784,0.0018987998962400887
2017-09-21,3649.838638305664,96475.97976074218,3.9000000000000004,100125.81839904784,-0.0006364886069235576,1.0012581839904784,0.0025364952087401083
2017-09-22,3614.146041870117,96475.97976074218,3.9000000000000004,100090.1258026123,-0.0003564774501347845,1.000901258026123,0.002893421173095545
2017-09-25,3582.26318359375,96475.97976074218,3.9000000000000004,100058.24294433593,-0.00031854149468490967,1.0005824294433594,0.003212249755859098
2017-09-26,3643.889617919922,96475.97976074218,3.9000000000000004,100119.8693786621,0.0006159056216932246,1.001198693786621,0.0025959854125974235
2017-09-27,3669.8257446289062,96475.97976074218,3.9000000000000004,100145.80550537109,0.00025905074457188704,1.0014580550537109,0.0023366241455076153
2017-09-28,3647.220993041992,96475.97976074218,3.9000000000000004,100123.20075378417,-0.00022571840600649207,1.0012320075378418,0.002562671661376692
2017-09-29,3667.2080993652335,96475.97976074218,3.9000000000000004,100143.18786010741,0.00019962512357540874,1.0014318786010743,0.002362800598144199
2017-10-02,3659.832000732422,96475.97976074218,3.9000000000000004,100135.8117614746,-7.365552056437519e-05,1.0013581176147461,0.002436561584472363
2017-10-03,3675.7747650146475,96475.97976074218,3.9000000000000004,100151.75452575683,0.0001592114149950863,1.0015175452575684,0.002277133941650078
2017-10-04,3651.979446411133,96475.97976074218,3.9000000000000004,100127.95920715331,-0.00023759262846856366,1.0012795920715334,0.0025150871276851117
2017-10-05,3697.4273681640634,96475.97976074218,3.9000000000000004,100173.40712890624,0.00045389841271914477,1.0017340712890628,0.0020606079101557206
2017-10-06,3695.2865600585938,96475.97976074218,3.9000000000000004,100171.26632080077,-2.1371022178695576e-05,1.001712663208008,0.002082015991210495
2017-10-09,3708.1344604492188,96475.97976074218,3.9000000000000004,100184.1142211914,0.00012825933885540763,1.0018411422119142,0.001953536987304272
2017-10-10,3709.562301635742,96475.97976074218,3.9000000000000004,100185.54206237792,1.4252171590456442e-05,1.0018554206237793,0.0019392585754391956
2017-10-11,3725.0301361083984,96475.97976074218,3.9000000000000004,100201.00989685058,0.00015439188284305239,1.002010098968506,0.0017845802307125957
2017-10-12,3711.9422912597656,96475.97976074218,3.9000000000000004,100187.92205200194,-0.000130615897605324,1.0018792205200195,0.0019154586791989558
2017-10-13,3735.498046875,96475.97976074218,3.9000000000000004,100211.47780761718,0.0002351157218631883,1.0021147780761719,0.001679901123046612
2017-10-16,3804.2648315429688,96475.97976074218,3.9000000000000004,100280.24459228515,0.0006862166507510814,1.0028024459228515,0.0009922332763669939
2017-10-17,3818.3029174804688,96475.97976074218,3.9000000000000004,100294.28267822265,0.00013998854903651825,1.0029428267822265,0.0008518524169920383
2017-10-18,3801.4095306396475,96475.97976074218,3.9000000000000004,100277.38929138183,-0.00016843818400913424,1.0027738929138184,0.0010207862854001437
2017-10-19,3711.4662170410165,96475.97976074218,3.9000000000000004,100187.4459777832,-0.0008969451063118861,1.001874459777832,0.0019202194213865376
2017-10-20,3717.891311645508,96475.97976074218,3.9000000000000004,100193.87107238769,6.413073556066351e-05,1.0019387107238769,0.0018559684753416406
2017-10-23,3715.9862518310547,96475.97976074218,3.9000000000000004,100191.96601257323,-1.901373601065348e-05,1.0019196601257323,0.001875019073486195
2017-10-24,3738.1160736083984,96475.97976074218,3.9000000000000004,100214.09583435058,0.000220874214351241,1.0021409583435057,0.0016537208557128036
2017-10-25,3721.697998046875,96475.97976074218,3.9000000000000004,100197.67775878905,-0.000163830002404719,1.0019767775878905,0.0018179016113279989
2017-10-26,3745.4925537109375,96475.97976074218,3.9000000000000004,100221.47231445312,0.00023747611917057654,1.002214723144531,0.0015799560546874147
2017-10-27,3879.693603515625,96475.97976074218,3.9000000000000004,100355.6733642578,0.0013390448843499936,1.003556733642578,0.00023794555664058414
2017-10-30,3967.0196533203125,96475.97976074218,3.9000000000000004,100442.99941406249,0.0008701655509570916,1.0044299941406247,0.0
2017-10-31,4022.222137451172,96475.97976074218,3.9000000000000004,100498.20189819335,0.000549590160119573,1.0049820189819334,0.0
2017-11-01,3971.0636138916016,96475.97976074218,3.9000000000000004,100447.04337463378,-0.0005090491431020139,1.0044704337463377,0.0005115852355956907
2017-11-02,4000.0930786132812,96475.97976074218,3.9000000000000004,100476.07283935546,0.0002890026798838541,1.0047607283935545,0.00022129058837894178
2017-11-03,4104.551696777344,96475.97976074218,3.9000000000000004,100580.53145751952,0.0010396367534295514,1.005805314575195,0.0
2017-11-06,4146.19140625,96475.97976074218,3.9000000000000004,100622.17116699218,0.0004139937308866859,1.0062217116699217,0.0
2017-11-07,4159.516906738281,96475.97976074218,3.9000000000000004,100635.49666748046,0.00013243105702986924,1.0063549666748046,0.0
2017-11-08,4193.54362487793,96475.97976074218,3.9000000000000004,100669.52338562011,0.00033811844991515905,1.0066952338562012,0.0
2017-11-09,4184.9769592285165,96475.97976074218,3.9000000000000004,100660.9567199707,-8.509691276270548e-05,1.006609567199707,8.566665649412109e-05
2017-11-10,4171.126937866211,96475.97976074218,3.9000000000000004,100647.10669860839,-0.00013759079799757767,1.0064710669860841,0.0002241668701170596
2017-11-13,4154.4105529785165,96475.97976074218,3.9000000000000004,100630.3903137207,-0.00016608907534476636,1.0063039031372072,0.0003913307189939985
2017-11-14,4091.6061401367188,96475.97976074218,3.9000000000000004,100567.5859008789,-0.0006241098006875001,1.005675859008789,0.0010193748474121023
2017-11-15,4037.636947631836,96475.97976074218,3.9000000000000004,100513.61670837401,-0.000536645998026386,1.0051361670837402,0.001559066772460982
2017-11-16,4085.874557495117,96475.97976074218,3.9000000000000004,100561.8543182373,0.0004799111945521517,1.005618543182373,0.0010766906738282067
2017-11-17,4063.1881713867188,96475.97976074218,3.9000000000000004,100539.1679321289,-0.0002255963383154258,1.005391679321289,0.0013035545349122657
2017-11-20,4059.128952026367,96475.97976074218,3.9000000000000004,100535.10871276855,-4.037450720784097e-05,1.0053510871276854,0.0013441467285157938
2017-11-21,4134.589767456055,96475.97976074218,3.9000000000000004,100610.56952819823,0.0007505916728580697,1.0061056952819822,0.0005895385742189507
2017-11-22,4178.0517578125,96475.97976074218,3.9000000000000004,100654.03151855468,0.00043198235096220117,1.0065403151855465,0.00015491867065464682
2017-11-24,4178.290939331055,96475.97976074218,3.9000000000000004,100654.27070007323,2.376273607218593e-06,1.0065427070007322,0.0001525268554689596
2017-11-27,4157.276153564453,96475.97976074218,3.9000000000000004,100633.25591430663,-0.00020878185913464353,1.0063325591430663,0.00036267471313489175
2017-11-28,4132.9185485839835,96475.97976074218,3.9000000000000004,100608.89830932616,-0.00024204329631560828,1.0060889830932616,0.0006062507629396308
2017-11-29,4047.188186645508,96475.97976074218,3.9000000000000004,100523.16794738769,-0.0008521151049174502,1.0052316794738767,0.0014635543823244834
2017-11-30,4103.784942626953,96475.97976074218,3.9000000000000004,100579.76470336913,0.0005630220091259464,1.0057976470336911,0.0008975868225100658
2017-12-01,4084.68017578125,96475.97976074218,3.9000000000000004,100560.65993652343,-0.00018994642612302215,1.005606599365234,0.0010886344909670775
2017-12-04,4054.8309326171884,96475.97976074218,3.9000000000000004,100530.81069335937,-0.0002968282346486051,1.0053081069335936,0.0013871269226075622
2017-12-05,4051.009750366211,96475.97976074218,3.9000000000000004,100526.98951110839,-3.801006104120486e-05,1.0052698951110839,0.0014253387451172994
2017-12-06,4035.966110229492,96475.97976074218,3.9000000000000004,100511.94587097167,-0.00014964777329828927,1.0051194587097168,0.0015757751464844372
2017-12-07,4043.3677673339835,96475.97976074218,3.9000000000000004,100519.34752807616,7.363957627481987e-05,1.0051934752807616,0.001501758575439549
2017-12-08,4044.5613861083984,96475.97976074218,3.9000000000000004,100520.54114685058,1.1874517729770773e-05,1.0052054114685056,0.0014898223876955718
2017-12-11,4123.366546630859,96475.97976074218,3.9000000000000004,100599.34630737304,0.0007839707150734121,1.0059934630737302,0.0007017707824710229
2017-12-12,4100.202178955078,96475.97976074218,3.9000000000000004,100576.18193969726,-0.00023026360037170512,1.0057618193969724,0.0009334144592287874
2017-12-13,4113.815307617188,96475.97976074218,3.9000000000000004,100589.79506835937,0.0001353514162056868,1.0058979506835934,0.0007972831726077434
2017-12-14,4112.62092590332,96475.97976074218,3.9000000000000004,100588.6006866455,-1.1873786133653752e-05,1.0058860068664548,0.0008092269897463922
2017-12-15,4154.4105529785165,96475.97976074218,3.9000000000000004,100630.3903137207,0.0004154509237619397,1.0063039031372067,0.0003913307189944426
2017-12-18,4212.916564941406,96475.97976074218,3.9000000000000004,100688.89632568359,0.0005813950614768082,1.0068889632568356,0.0
2017-12-19,4168.0206298828125,96475.97976074218,3.9000000000000004,100644.00039062499,-0.0004458876469692896,1.0064400039062498,0.00044895935058586467
2017-12-20,4163.484573364258,96475.97976074218,3.9000000000000004,100639.46433410644,-4.5070312198913776e-05,1.0063946433410642,0.000494319915771424
2017-12-21,4179.245758056641,96475.97976074218,3.9000000000000004,100655.22551879882,0.00015661037940395417,1.006552255187988,0.0003367080688476687
2017-12-22,4179.245758056641,96475.97976074218,3.9000000000000004,100655.22551879882,0.0,1.006552255187988,0.0003367080688476687
2017-12-26,4073.218536376953,96475.97976074218,3.9000000000000004,100549.19829711913,-0.0010533702660066036,1.005491982971191,0.0013969802856446112
2017-12-27,4073.934555053711,96475.97976074218,3.9000000000000004,100549.91431579589,7.1210779288843895e-06,1.0054991431579585,0.0013898200988771148
2017-12-28,4085.396957397461,96475.97976074218,3.9000000000000004,100561.37671813964,0.00011399713686222057,1.0056137671813958,0.0012751960754397995
2017-12-29,4041.218948364258,96475.97976074218,3.9000000000000004,100517.19870910644,-0.0004393138844650535,1.0051719870910638,0.0017169761657718219
2018-01-02,4113.57536315918,96475.97976074218,3.9000000000000004,100589.55512390136,0.0007198411388713577,1.005895551239013,0.000993412017822548
2018-01-03,4112.858581542969,96475.97976074218,3.9000000000000004,100588.83834228515,-7.125805610019853e-06,1.005888383422851,0.001000579833984716
2018-01-04,4131.962966918945,96475.97976074218,3.9000000000000004,100607.94272766112,0.00018992549959628846,1.0060794272766107,0.0008095359802249291
2018-01-05,4179.006576538086,96475.97976074218,3.9000000000000004,100654.98633728026,0.00046759339614443896,1.006549863372802,0.00033909988403357794
2018-01-08,4163.484573364258,96475.97976074218,3.9000000000000004,100639.46433410644,-0.0001542099774551886,1.0063946433410638,0.0004943199157718681
2018-01-09,4163.006973266602,96475.97976074218,3.9000000000000004,100638.98673400878,-4.745654210491779e-06,1.0063898673400873,0.0004990959167483489
2018-01-10,4162.051773071289,96475.97976074218,3.9000000000000004,100638.03153381347,-9.491353463619845e-06,1.006380315338134,0.0005086479187015325
2018-01-11,4185.692977905273,96475.97976074218,3.9000000000000004,100661.67273864745,0.0002349132278689492,1.006616727386474,0.0002722358703617367
2018-01-12,4228.9154052734375,96475.97976074218,3.9000000000000004,100704.89516601562,0.0004293831623520816,1.0070489516601555,0.0
2018-01-16,4207.423782348633,96475.97976074218,3.9000000000000004,100683.40354309081,-0.00021341189908763436,1.0068340354309075,0.00021491622924796339
